N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte
717000858,Client actuel,41,M,2,Licence,Marié(e),Moins de $40K,Blue,29,2,2,1738,52,0.648
792402483,Client actuel,46,M,4,Licence,Célibataire,$60K - $80K,Blue,40,2,1,985,70,0.08
712973733,Client actuel,58,M,4,Licence,Marié(e),$60K - $80K,Blue,36,2,2,1480,38,0.101
813213558,Client actuel,53,F,1,Doctorat,Célibataire,Moins de $40K,Blue,48,3,3,1469,64,0.648
718215033,Client actuel,54,F,3,Non connu,Marié(e),Moins de $40K,Blue,36,2,4,2260,30,0.884
717207408,Client actuel,39,F,1,Sans diplôme,Divorcé(e),Non connu,Blue,34,1,2,666,60,0.053
711426033,Client actuel,49,M,2,Licence,Célibataire,$80K - $120K,Blue,39,2,2,946,65,0.083
719233833,Client actuel,35,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,23,3,4,526,55,0.171
716864733,Client actuel,47,M,3,Niveau Bac+2,Marié(e),$120K +,Silver,27,3,3,2315,46,0.067
821168733,Client actuel,38,M,3,Licence,Marié(e),$60K - $80K,Blue,34,3,3,2301,33,0.432
710135058,Client actuel,56,M,1,Licence,Célibataire,$80K - $120K,Blue,44,1,0,1501,34,0.165
720228708,Client actuel,56,M,2,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,46,1,3,1347,27,0.05
718618458,Client actuel,38,M,3,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,25,1,4,1305,72,0.132
719470458,Client perdu,46,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,39,7,3,243,27,0.06
719587158,Client actuel,37,M,1,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,25,2,3,1799,72,0.69
715499808,Client actuel,63,F,0,Non connu,Marié(e),Moins de $40K,Blue,36,1,4,2517,26,0.709
718589133,Client actuel,65,F,1,Licence,Célibataire,Moins de $40K,Blue,56,2,2,1619,62,0.351
789235383,Client actuel,38,M,4,Niveau Bac+2,Marié(e),$80K - $120K,Blue,27,2,4,1909,52,0.184
773364483,Client actuel,45,F,4,Doctorat,Non connu,Non connu,Silver,39,1,2,1298,39,0.038
713548158,Client actuel,26,M,0,Niveau Bac+2,Célibataire,$40K - $60K,Blue,36,2,3,1611,41,0.606
720264783,Client actuel,58,F,2,Licence,Marié(e),Moins de $40K,Blue,44,2,3,1327,34,0.264
715319958,Client perdu,48,M,3,Sans diplôme,Marié(e),$120K +,Blue,36,2,5,787,32,0.023
710528583,Client actuel,26,F,0,Non connu,Célibataire,$40K - $60K,Blue,16,2,4,835,40,0.518
809990883,Client actuel,48,F,3,Licence,Célibataire,Moins de $40K,Blue,43,2,2,1773,64,0.732
714412308,Client perdu,33,M,3,Licence,Marié(e),$80K - $120K,Blue,36,5,6,0,18,0.0
772303458,Client actuel,62,F,0,Doctorat,Marié(e),$40K - $60K,Blue,51,3,2,948,44,0.281
721243083,Client perdu,55,M,3,Sans diplôme,Divorcé(e),$80K - $120K,Blue,41,5,5,2408,40,0.07
711990933,Client actuel,40,F,2,Licence,Célibataire,Moins de $40K,Blue,29,3,2,0,62,0.0
819977058,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,41,3,2,1543,71,0.49
721467258,Client actuel,58,M,1,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,5,1135,33,0.524
719976558,Client actuel,47,M,2,Licence,Non connu,$60K - $80K,Blue,34,2,4,1562,49,0.368
718824783,Client actuel,50,M,2,Non connu,Divorcé(e),$60K - $80K,Blue,41,1,3,1433,50,0.483
713303733,Client actuel,53,M,1,Licence,Célibataire,$120K +,Blue,41,3,2,744,33,0.462
711129483,Client actuel,45,M,3,Licence,Marié(e),$60K - $80K,Blue,36,1,3,1504,72,0.103
779618433,Client actuel,48,M,4,Sans diplôme,Célibataire,$40K - $60K,Blue,38,3,2,1551,82,0.186
797757333,Client actuel,43,M,3,Master,Marié(e),$60K - $80K,Gold,37,1,2,1580,86,0.046
814497483,Client actuel,60,M,0,Sans diplôme,Marié(e),$60K - $80K,Blue,55,1,2,1393,47,0.215
709623483,Client actuel,56,M,2,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,41,1,3,1470,36,0.08
709056558,Client actuel,43,F,3,Niveau Bac+2,Marié(e),$40K - $60K,Blue,31,3,2,2517,41,0.899
708238833,Client actuel,57,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,2,3,2215,30,0.731
813261408,Client actuel,52,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,47,3,3,1338,58,0.622
720424608,Client actuel,56,F,1,Non connu,Marié(e),Non connu,Blue,36,3,2,1084,37,0.045
798022683,Client perdu,43,M,1,Licence,Marié(e),$80K - $120K,Blue,37,2,3,321,44,0.013
769756983,Client actuel,38,M,3,Licence,Marié(e),$60K - $80K,Blue,32,1,2,2227,61,0.289
712674183,Client actuel,53,M,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,33,3,1,2180,36,0.536
708900408,Client actuel,52,F,1,Licence,Divorcé(e),Non connu,Blue,35,2,4,1499,83,0.114
713625483,Client actuel,58,M,2,Niveau Bac+2,Marié(e),$80K - $120K,Blue,44,2,2,2508,29,0.212
716869458,Client actuel,34,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,6,1,704,63,0.095
788723133,Client actuel,36,M,1,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,20,1,2,976,53,0.077
794462133,Client actuel,55,F,0,Licence,Célibataire,$40K - $60K,Blue,35,1,3,1978,41,0.53
712604133,Client actuel,54,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,43,1,4,1699,48,0.066
714397983,Client actuel,36,M,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,36,3,1,1495,42,0.386
788269158,Client actuel,35,F,2,Licence,Célibataire,Non connu,Blue,27,3,0,1806,78,0.551
715898058,Client actuel,53,M,2,Licence,Marié(e),$120K +,Blue,36,1,3,0,41,0.0
711906033,Client actuel,48,F,3,Licence,Non connu,Moins de $40K,Blue,36,2,2,1131,63,0.183
711367308,Client actuel,37,M,3,Sans diplôme,Célibataire,$40K - $60K,Blue,19,3,4,1185,67,0.542
790186458,Client actuel,45,M,3,Sans diplôme,Célibataire,$80K - $120K,Blue,39,1,0,864,30,0.048
712040433,Client actuel,54,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,43,2,3,2200,57,0.954
709616958,Client actuel,38,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Silver,30,3,4,1583,73,0.06
714633858,Client actuel,35,F,2,Niveau Bac+2,Marié(e),Moins de $40K,Blue,18,3,2,2517,32,0.436
794818833,Client actuel,36,F,1,Sans diplôme,Célibataire,Moins de $40K,Blue,30,1,2,2078,58,0.378
711219333,Client actuel,33,M,1,Master,Célibataire,$120K +,Blue,14,1,0,2264,49,0.299
713384508,Client actuel,28,M,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,14,3,1,1398,73,0.483
772514808,Client actuel,36,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,26,2,4,2379,63,0.76
710808108,Client actuel,34,F,3,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,27,3,2,2517,54,0.589
778973658,Client actuel,55,M,0,Doctorat,Marié(e),$60K - $80K,Blue,36,6,4,906,66,0.182
712005108,Client actuel,61,F,0,Master,Marié(e),Moins de $40K,Blue,48,3,3,2155,44,0.683
804577833,Client actuel,44,F,2,Licence,Marié(e),Moins de $40K,Blue,39,1,0,2101,63,0.306
715028283,Client actuel,54,M,1,Licence,Célibataire,$80K - $120K,Blue,46,3,2,2497,61,0.161
789786258,Client actuel,39,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,28,2,4,1915,33,0.072
715421058,Client actuel,51,M,1,Non connu,Marié(e),$60K - $80K,Blue,36,2,4,979,69,0.044
797166633,Client actuel,47,M,2,Non connu,Célibataire,$80K - $120K,Blue,41,2,4,1713,61,0.162
711041508,Client actuel,37,F,1,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,25,3,4,2517,47,0.429
712847208,Client actuel,47,F,3,Licence,Non connu,$40K - $60K,Blue,36,2,3,1854,50,0.345
779174133,Client actuel,56,M,3,Sans diplôme,Marié(e),$120K +,Blue,43,1,5,753,30,0.145
715680933,Client actuel,53,M,1,Licence,Célibataire,$80K - $120K,Blue,36,2,4,1463,55,0.082
770871708,Client actuel,62,M,0,Licence,Marié(e),$40K - $60K,Blue,48,1,5,0,56,0.0
772643058,Client actuel,58,F,3,Licence,Marié(e),Moins de $40K,Blue,48,2,3,1834,36,0.655
718199133,Client actuel,57,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,2,2,2260,31,0.345
721475133,Client actuel,54,F,1,Doctorat,Célibataire,Non connu,Blue,36,3,4,829,70,0.032
766322883,Client actuel,33,F,3,Niveau Bac+2,Célibataire,$40K - $60K,Blue,26,3,5,1344,71,0.213
771197433,Client actuel,54,F,1,Licence,Marié(e),Moins de $40K,Blue,41,2,4,588,30,0.126
709516458,Client actuel,30,M,0,Licence,Divorcé(e),$60K - $80K,Blue,22,3,3,0,66,0.0
716456808,Client actuel,36,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,2,5,1263,69,0.156
716819958,Client actuel,60,M,2,Licence,Marié(e),$60K - $80K,Blue,50,1,2,845,35,0.094
779449308,Client actuel,46,F,4,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,28,3,4,0,72,0.0
784891458,Client actuel,55,M,1,Licence,Marié(e),$80K - $120K,Blue,49,3,3,2158,34,0.075
790004883,Client actuel,55,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,47,3,3,1995,30,0.679
770262183,Client actuel,31,M,0,Sans diplôme,Célibataire,Moins de $40K,Blue,25,2,2,1741,67,0.305
715277583,Client actuel,55,F,3,Sans diplôme,Divorcé(e),Moins de $40K,Blue,36,2,1,1209,61,0.573
815510883,Client actuel,36,M,2,Master,Célibataire,$40K - $60K,Blue,31,2,5,2282,74,0.192
713997183,Client actuel,34,F,2,Non connu,Célibataire,Moins de $40K,Blue,36,3,2,2160,56,0.774
715107033,Client actuel,33,F,1,Licence,Célibataire,Moins de $40K,Blue,36,2,4,1440,77,0.22
720706008,Client actuel,30,M,2,Master,Célibataire,$40K - $60K,Blue,16,3,5,1977,69,0.436
710108133,Client actuel,54,F,2,Licence,Marié(e),$40K - $60K,Blue,36,3,0,1528,39,0.824
718983333,Client actuel,53,M,2,Sans diplôme,Marié(e),$80K - $120K,Blue,43,1,3,1354,30,0.202
714030183,Client actuel,59,M,0,Licence,Célibataire,$80K - $120K,Silver,36,3,3,1494,65,0.043
710496708,Client actuel,41,M,2,Niveau Bac+2,Célibataire,$120K +,Blue,32,3,2,1513,65,0.276
714935883,Client actuel,45,M,3,Sans diplôme,Marié(e),$40K - $60K,Blue,36,1,1,607,65,0.057
718972758,Client actuel,50,F,2,Licence,Marié(e),Moins de $40K,Blue,40,3,3,1287,51,0.519
711827958,Client actuel,57,M,2,Sans diplôme,Marié(e),$60K - $80K,Blue,47,4,1,1970,26,0.386
778724058,Client actuel,63,M,0,Doctorat,Célibataire,$40K - $60K,Blue,49,4,3,726,65,0.123
809620833,Client actuel,35,F,3,Non connu,Célibataire,Non connu,Blue,30,3,2,0,59,0.0
718920708,Client actuel,35,M,3,Licence,Marié(e),$60K - $80K,Blue,25,3,3,1451,38,0.277
771051783,Client actuel,53,M,3,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,40,2,5,741,24,0.177
715970133,Client actuel,33,F,4,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,24,2,2,0,103,0.0
806889633,Client actuel,38,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,33,1,4,1226,58,0.061
717338733,Client actuel,31,M,0,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,22,2,3,0,72,0.0
779223858,Client actuel,37,M,2,Licence,Marié(e),$60K - $80K,Blue,27,2,4,0,47,0.0
769980333,Client actuel,36,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,30,2,5,2152,53,0.165
716112933,Client perdu,39,F,3,Licence,Marié(e),Non connu,Blue,36,2,3,592,15,0.376
788783133,Client actuel,58,F,0,Master,Marié(e),Moins de $40K,Blue,39,3,3,1207,29,0.181
816325533,Client actuel,39,F,1,Licence,Marié(e),Moins de $40K,Blue,34,3,5,1802,49,0.279
720113433,Client actuel,61,M,0,Non connu,Célibataire,$60K - $80K,Blue,48,2,4,1446,43,0.07
717233058,Client actuel,34,M,4,Non connu,Marié(e),$40K - $60K,Blue,26,2,4,1240,31,0.224
710233683,Client actuel,55,M,3,Licence,Marié(e),$80K - $120K,Blue,36,3,4,2403,44,0.858
778327908,Client actuel,50,M,2,Sans diplôme,Célibataire,Moins de $40K,Blue,40,3,5,2380,73,0.984
716400633,Client actuel,33,M,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,24,3,3,1427,54,0.277
787488108,Client actuel,48,F,1,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,36,4,4,1953,51,0.137
771649083,Client actuel,63,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,51,3,4,1021,30,0.1
789853533,Client perdu,54,M,3,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,44,1,6,0,14,0.0
806256333,Client perdu,41,M,4,Licence,Non connu,$60K - $80K,Blue,36,4,7,312,26,0.217
796336833,Client actuel,51,M,3,Doctorat,Marié(e),$80K - $120K,Blue,45,2,4,0,69,0.0
713763633,Client actuel,54,F,2,Licence,Marié(e),Non connu,Blue,46,3,2,794,30,0.263
710942358,Client actuel,47,M,4,Non connu,Célibataire,$40K - $60K,Blue,36,3,3,1890,88,0.328
713974533,Client actuel,52,F,3,Master,Célibataire,Moins de $40K,Blue,45,1,3,1701,45,0.666
787231233,Client actuel,34,M,5,Master,Marié(e),$80K - $120K,Silver,28,3,2,1731,63,0.05
719810583,Client actuel,64,M,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,54,3,2,1361,34,0.636
717124983,Client actuel,62,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,43,1,1,0,20,0.0
787523283,Client actuel,38,M,1,Licence,Célibataire,$80K - $120K,Blue,27,2,5,1365,56,0.052
719493858,Client actuel,52,F,2,Licence,Marié(e),Moins de $40K,Blue,43,2,2,654,63,0.08
709897983,Client actuel,35,F,2,Doctorat,Marié(e),$40K - $60K,Blue,24,2,3,1527,26,0.575
717225258,Client actuel,35,M,2,Licence,Célibataire,$120K +,Blue,27,2,2,1048,59,0.077
803148033,Client actuel,54,M,1,Niveau Bac+2,Célibataire,$80K - $120K,Blue,48,1,5,1935,38,0.159
779474958,Client actuel,35,F,3,Non connu,Célibataire,Moins de $40K,Blue,17,1,1,1823,58,0.617
712060158,Client actuel,35,M,0,Doctorat,Célibataire,$60K - $80K,Blue,18,2,3,1645,59,0.633
713292933,Client actuel,36,F,3,Licence,Célibataire,Non connu,Blue,36,2,2,726,64,0.069
710982858,Client actuel,33,F,3,Licence,Célibataire,$40K - $60K,Blue,36,1,2,2259,67,0.274
714542058,Client actuel,53,M,1,Licence,Non connu,$60K - $80K,Silver,44,2,1,680,68,0.026
712319058,Client actuel,37,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,29,3,0,1933,58,0.414
744483633,Client actuel,35,M,3,Licence,Marié(e),$120K +,Blue,28,3,2,0,48,0.0
714947883,Client actuel,59,M,1,Licence,Marié(e),$40K - $60K,Blue,36,2,2,1965,27,0.854
788776908,Client actuel,47,M,1,Non connu,Non connu,$80K - $120K,Blue,28,1,4,1802,63,0.644
714802458,Client actuel,48,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,30,2,1,2115,77,0.796
721485708,Client actuel,58,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,46,1,3,1806,36,0.197
716378658,Client actuel,55,F,2,Non connu,Marié(e),Moins de $40K,Blue,36,2,3,1476,41,0.561
713375658,Client actuel,37,M,2,Licence,Divorcé(e),$40K - $60K,Blue,17,3,3,0,67,0.0
717828108,Client actuel,57,M,2,Licence,Marié(e),$80K - $120K,Blue,42,1,0,2517,31,0.115
788784258,Client actuel,60,M,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,41,2,4,1664,31,0.553
718875483,Client actuel,50,M,1,Niveau Bac+2,Marié(e),$60K - $80K,Blue,40,2,4,1745,78,0.1
811111083,Client actuel,56,M,2,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,51,6,3,2517,39,0.879
715749108,Client actuel,48,M,3,Licence,Marié(e),$60K - $80K,Gold,37,1,2,2429,57,0.07
780197133,Client actuel,40,M,4,Licence,Célibataire,$60K - $80K,Blue,30,1,1,1266,67,0.091
719146008,Client perdu,48,M,3,Licence,Marié(e),$80K - $120K,Blue,39,7,3,2517,35,0.135
717727308,Client actuel,50,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,2,499,67,0.119
718445883,Client actuel,61,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,4,2489,26,0.363
795997908,Client actuel,36,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,30,3,3,1480,56,0.092
710159658,Client actuel,46,M,5,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,32,2,2,1024,71,0.03
716068683,Client actuel,28,M,0,Sans diplôme,Divorcé(e),Non connu,Blue,36,3,3,1535,77,0.092
778844433,Client actuel,49,M,5,Non connu,Marié(e),$80K - $120K,Blue,30,2,1,1808,65,0.087
715161633,Client actuel,44,F,4,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,38,3,3,2517,77,0.319
773270058,Client actuel,57,M,5,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,50,2,3,0,27,0.0
714120258,Client actuel,37,M,2,Sans diplôme,Divorcé(e),$80K - $120K,Blue,36,3,2,1677,58,0.735
720076458,Client actuel,57,M,2,Sans diplôme,Marié(e),$80K - $120K,Blue,52,2,4,0,26,0.0
720693033,Client perdu,33,M,1,Non connu,Marié(e),$60K - $80K,Blue,36,5,5,168,10,0.019
719978583,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,40,1,3,0,68,0.0
712784058,Client perdu,45,F,2,Lycée (équivalent baccalauréat),Divorcé(e),Non connu,Blue,36,7,3,2517,33,0.147
717261708,Client actuel,53,M,1,Non connu,Célibataire,$80K - $120K,Blue,36,2,3,1248,41,0.093
803665983,Client actuel,52,M,0,Non connu,Marié(e),$60K - $80K,Blue,46,2,4,2184,72,0.796
815838633,Client actuel,34,M,1,Non connu,Marié(e),$60K - $80K,Blue,29,2,3,2286,51,0.588
826706208,Client actuel,55,M,3,Licence,Célibataire,$80K - $120K,Blue,51,2,3,0,62,0.0
721218408,Client actuel,53,M,4,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,41,3,4,1713,54,0.504
779484408,Client actuel,37,M,1,Non connu,Marié(e),$60K - $80K,Blue,19,1,2,1243,58,0.066
710416533,Client actuel,58,F,3,Non connu,Célibataire,$40K - $60K,Blue,52,1,1,888,56,0.611
719706483,Client actuel,33,M,3,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,20,3,2,1188,46,0.043
712206858,Client actuel,39,M,3,Licence,Marié(e),$120K +,Blue,36,3,2,2231,45,0.068
709886583,Client actuel,37,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,28,2,1,633,77,0.085
711040758,Client actuel,32,M,0,Sans diplôme,Célibataire,$40K - $60K,Blue,36,3,3,0,83,0.0
817197333,Client actuel,26,F,1,Sans diplôme,Célibataire,Non connu,Blue,13,2,3,956,50,0.08
718929708,Client actuel,60,F,0,Licence,Marié(e),Moins de $40K,Blue,50,2,2,1602,23,0.509
721150833,Client actuel,37,M,1,Licence,Célibataire,$80K - $120K,Blue,18,2,5,1942,76,0.38
714514983,Client actuel,43,F,5,Licence,Marié(e),Moins de $40K,Blue,35,6,4,2214,75,0.407
779888658,Client actuel,56,M,1,Sans diplôme,Marié(e),$80K - $120K,Blue,40,1,1,2193,38,0.126
715883358,Client actuel,52,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,39,3,2,1509,29,0.082
713363583,Client actuel,34,M,2,Sans diplôme,Célibataire,$120K +,Blue,17,1,2,2326,69,0.462
772935108,Client actuel,47,M,1,Non connu,Divorcé(e),$80K - $120K,Silver,38,2,3,802,27,0.023
820075983,Client actuel,26,M,0,Licence,Célibataire,Moins de $40K,Blue,21,3,2,1535,49,0.968
721502958,Client actuel,54,M,1,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,42,3,3,1919,31,0.59
708596283,Client actuel,35,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,23,2,2,1251,73,0.438
710325258,Client actuel,52,M,1,Non connu,Célibataire,$80K - $120K,Silver,36,1,0,1847,65,0.054
708823908,Client actuel,41,M,3,Licence,Célibataire,$60K - $80K,Blue,28,1,3,1363,64,0.083
826401858,Client actuel,36,F,0,Sans diplôme,Divorcé(e),Moins de $40K,Blue,32,2,3,1655,63,0.449
709554483,Client actuel,53,F,1,Licence,Marié(e),Moins de $40K,Blue,36,1,3,2517,22,0.52
710545158,Client actuel,42,M,3,Non connu,Célibataire,$120K +,Blue,36,3,2,0,68,0.0
788621658,Client actuel,54,M,1,Niveau Bac+2,Marié(e),$60K - $80K,Blue,37,3,2,1753,24,0.918
716713533,Client actuel,53,M,3,Master,Célibataire,$80K - $120K,Blue,44,2,2,1236,58,0.065
712338033,Client actuel,36,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,26,2,4,1691,40,0.106
711639708,Client actuel,42,M,3,Licence,Célibataire,$60K - $80K,Blue,32,2,2,0,45,0.0
720216108,Client actuel,27,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,14,3,3,2130,61,0.836
718708908,Client actuel,58,M,4,Licence,Marié(e),$60K - $80K,Blue,36,2,4,2350,29,0.394
802890333,Client actuel,59,M,1,Sans diplôme,Marié(e),$40K - $60K,Blue,53,1,3,1558,34,0.714
712965183,Client actuel,63,F,2,Licence,Marié(e),Moins de $40K,Blue,52,2,3,2101,35,0.781
796170933,Client actuel,57,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,51,2,4,0,66,0.0
712816833,Client actuel,56,F,0,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,48,1,2,1965,32,0.468
814829583,Client actuel,42,F,3,Non connu,Célibataire,Moins de $40K,Blue,37,1,3,0,74,0.0
798769458,Client actuel,29,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,23,1,2,927,83,0.279
818034558,Client actuel,44,M,2,Non connu,Non connu,$60K - $80K,Blue,39,3,3,1506,40,0.068
719483358,Client actuel,33,M,1,Niveau Bac+2,Marié(e),$40K - $60K,Blue,14,2,2,1750,54,0.259
719647383,Client actuel,35,M,2,Licence,Marié(e),$80K - $120K,Blue,36,2,2,1463,49,0.332
714909108,Client actuel,33,F,3,Licence,Célibataire,Moins de $40K,Blue,36,3,3,1338,67,0.277
793678608,Client actuel,46,M,4,Licence,Marié(e),$80K - $120K,Silver,40,1,4,0,57,0.0
720854358,Client actuel,27,M,0,Non connu,Marié(e),$40K - $60K,Blue,14,1,4,2130,49,0.557
709126833,Client actuel,42,M,3,Niveau Bac+2,Non connu,$120K +,Blue,36,2,1,2183,81,0.101
788896983,Client actuel,53,M,2,Licence,Marié(e),$60K - $80K,Blue,38,3,2,1228,37,0.155
715731033,Client actuel,50,M,3,Licence,Célibataire,$120K +,Blue,42,1,3,949,77,0.028
717636933,Client actuel,48,F,5,Niveau Bac+2,Divorcé(e),$40K - $60K,Blue,40,1,1,0,57,0.0
772658658,Client actuel,57,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,47,3,4,0,77,0.0
755943033,Client actuel,34,F,2,Licence,Célibataire,Moins de $40K,Blue,27,1,1,1176,52,0.619
772399983,Client actuel,55,M,2,Niveau Bac+2,Célibataire,$80K - $120K,Silver,45,1,4,1433,31,0.042
826130133,Client actuel,58,M,2,Licence,Marié(e),$120K +,Blue,54,2,4,1812,25,0.057
719238183,Client actuel,55,F,3,Licence,Marié(e),Moins de $40K,Blue,35,2,3,1167,45,0.623
802666083,Client actuel,48,F,2,Sans diplôme,Non connu,Moins de $40K,Blue,42,2,2,0,63,0.0
713682708,Client actuel,45,M,2,Niveau Bac+2,Divorcé(e),$40K - $60K,Blue,37,1,2,1328,60,0.121
712774008,Client actuel,59,M,0,Sans diplôme,Marié(e),Moins de $40K,Blue,46,1,2,2517,34,0.639
717627333,Client actuel,53,F,2,Master,Marié(e),$40K - $60K,Blue,40,1,4,1995,37,0.938
779542608,Client actuel,47,M,4,Sans diplôme,Marié(e),$80K - $120K,Blue,32,3,2,1340,39,0.039
715322958,Client actuel,43,F,3,Non connu,Marié(e),Non connu,Blue,36,2,1,1506,67,0.216
779100408,Client actuel,33,F,1,Master,Marié(e),Moins de $40K,Blue,15,2,0,1328,61,0.763
715352883,Client actuel,49,F,2,Master,Célibataire,Non connu,Blue,36,3,2,0,71,0.0
789963033,Client perdu,54,F,1,Licence,Célibataire,$80K - $120K,Blue,45,6,7,0,39,0.0
